smiles,fitness,generation,qed
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1,0.9213152462113825,4,0.9213152462113825
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1,0.9213152462113825,10,0.9213152462113825
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1Cl,0.8909311340771529,9,0.8909311340771529
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)cc2)cc1N(C)C,0.8858934254348239,9,0.8858934254348239
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1O,0.8812774002728931,5,0.8812774002728931
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1O,0.8812774002728931,8,0.8812774002728931
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1O,0.8812774002728931,9,0.8812774002728931
CC(C)Cc1ccc(C(O)c2ccc(O)c(Cl)c2)cc1C(=O)[O-],0.8811685593589198,9,0.8811685593589198
CC(C)Cc1ccc(C(C(N)=O)c2ccc(O)c(Cl)c2)cc1,0.8791292984806485,4,0.8791292984806485
CC(C)Cc1ccc(C(C(N)=O)c2ccc(O)c(Cl)c2)cc1,0.8791292984806485,7,0.8791292984806485
CC(C)Cc1ccc(C(C(N)=O)c2ccc(O)c(Cl)c2)cc1,0.8791292984806485,9,0.8791292984806485
CC(C)CC1=C(C(=O)[O-])OC2=C(Cl)C=CC2=C(O)C=C1,0.8675631581240265,9,0.8675631581240265
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1N(C)C,0.8588282714759253,6,0.8588282714759253
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1N(C)C,0.8588282714759253,7,0.8588282714759253
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1N(C)C,0.8588282714759253,8,0.8588282714759253
CC(C)Cc1ccc(C(C(=O)[O-])c2ccc(O)c(Cl)c2)cc1N(C)C,0.8588282714759253,9,0.8588282714759253
CC(C)Cc1ccc(C(C(=O)O)c2ccc(O)c(Cl)c2)cc1,0.8553130722319936,2,0.8553130722319936
CC(C)Cc1ccc(C(C(=O)O)c2ccc(O)c(Cl)c2)cc1,0.8553130722319936,3,0.8553130722319936
CC(C)Cc1ccc(C(C(=O)O)c2ccc(O)c(Cl)c2)cc1,0.8553130722319936,4,0.8553130722319936
CC(C)Cc1ccc(C(C(=O)O)c2ccc(O)c(Cl)c2)cc1,0.8553130722319936,5,0.8553130722319936
