smiles,fitness,generation,qed
CC1=CC=C(C(N)C(=O)O)c2ccn1c1cccc2-1,0.8633543966428618,3,0.8633543966428618
COCc1cnc(-c2ccccc2C(=O)OC)c(=O)[nH]1,0.8514880646237792,4,0.8514880646237792
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)C1=CC=C(N)c2ccn1c1cccc2-1,0.7903619426556484,4,0.7903619426556484
COC(=O)c1ccc(CS(C)(O)O)cc1,0.7820997680186371,4,0.7820997680186371
COC(=O)Cc1cc(C(N)=O)ccc1OC,0.7541261106369359,4,0.7541261106369359
COC(C)c1ccc(C(=O)C2=NC=N2)cc1,0.7227689345066703,4,0.7227689345066703
COCC1=C(Cl)C=CC=CC(OC(C)=O)=C1,0.7118758081528616,2,0.7118758081528616
COC(=O)c1ccc(C)c(C(N)=O)c1,0.7086237034629459,3,0.7086237034629459
Cc1ccc(C(=O)O)cc1C(N)=O,0.7038573823998299,4,0.7038573823998299
