smiles,fitness,generation,qed
Cc1ccc(C(C)C(=O)Nc2ncc(N(C)C)cc2O)cc1,0.9107893236014558,4,0.9107893236014558
CC(C)Cc1ccc(C(C)C(=O)Nc2ccccn2)cc1,0.8995221938294861,4,0.8995221938294861
Cc1ccc(C(C)C(=O)Nc2ncccc2O)cc1,0.8872263294869482,3,0.8872263294869482
Cc1ccc(C(C)C(=O)Nc2ncccc2O)cc1,0.8872263294869482,5,0.8872263294869482
CC(C)Cc1ccc(C(C)C(=O)Nc2ccccn2)cc1O,0.8838382771655868,5,0.8838382771655868
CC(C)Cc1ccc(Nc2ncc(N(C)C)cc2O)cc1,0.877079753609104,2,0.877079753609104
CC(C)Cc1ccc(C(C)C(=O)O)cc1N(C)C,0.8711816943721521,3,0.8711816943721521
CC(C)Cc1ccc(Nc2ccccn2)cc1C(=O)O,0.8687827207589112,5,0.8687827207589112
Cc1ccc(C(C)C(=O)NC2CCCCC2)cc1,0.8666234133755978,4,0.8666234133755978
Cc1ccc(C(C)C(=O)Nc2ncc(N(C)C)cc2OC(C)(C)C)cc1,0.8648756533292813,5,0.8648756533292813
CC(C)Cc1ccc(Nc2ncccc2C(=O)N2CC2)cc1,0.8589543886044468,4,0.8589543886044468
CC(C)Cc1ccc(Nc2ccccn2)cc1O,0.8582827054840892,4,0.8582827054840892
CC(C)Cc1ccc(Nc2ccccn2)cc1,0.851182068312631,3,0.851182068312631
CC(C)Cc1ccc(C(C)C(=O)OC2CCC(O)C2)cc1,0.8449274914058339,2,0.8449274914058339
CC(C)Cc1ccc(C(C)C(=O)OC2CCCC(O)C2)cc1,0.8408430853536066,3,0.8408430853536066
CC(C)Cc1ccc(C(C)C(=O)Nc2ncc(N(C)C)cc2O)cc1,0.8387479069761887,3,0.8387479069761887
CC(C)Cc1ccc(C(C)C(=O)O)cc1O,0.8231456099242039,1,0.8231456099242039
CC(C)Cc1ccc(C(C)(C)C(=O)Nc2ncc(N(C)C)cc2O)cc1,0.822829450107307,3,0.822829450107307
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
