smiles,fitness,generation,qed
Cc1ccc2c(NC(=O)CC3CCC(C)C3)c1C(=O)N(C)C2=O,0.8722295285846384,3,0.8722295285846384
Cc1ccc2c(NC(=O)CC3CCCCC3)c1C(=O)N(C)C2=O,0.8716720724212325,1,0.8716720724212325
Cc1ccc2c(NC(=O)CC3CCCCC3)c1C(=O)N(C)C2=O,0.8716720724212325,2,0.8716720724212325
CN1C(=O)c2ccc(C(C)(C)C)c(c2NC(=O)CC2CCCC2)C1=O,0.8512724695247055,4,0.8512724695247055
Cc1ccc2c(NC(=O)CC3CCCC(C)(C)C3)c1C(=O)N(C)C2=O,0.850498215641593,5,0.850498215641593
CC(C)Cc1ccc2c(NC(=O)CC3CCCC3)c1C(=O)N(C)C2=O,0.8310435351476679,2,0.8310435351476679
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CN1C(=O)c2ccc(C(C)(C)C)c(c2NC(=O)COCC2CCCC2)C1=O,0.8043993801888554,3,0.8043993801888554
