smiles,fitness,generation,qed
CC(C)Cc1ccc2c(c1)C(C(=O)O)C1=CC=CC1=C2,0.8991447668871569,1,0.8991447668871569
Cc1ccc2c(c1)C(C(=O)NCC(C)C)C1=CC=CC1=C2,0.896844470621327,2,0.896844470621327
CC(C)Cc1ccc2c(c1)C(C(=O)NCC(C)O)C1=CC=CC1=C2,0.8727732352521013,3,0.8727732352521013
CC(C)Cc1ccc2c(c1)C(C(=O)OC(C)(F)C(=O)O)C=C2,0.8477168927923241,2,0.8477168927923241
CC(C)Cc1ccc2c(c1)C(C(=O)NCC(C)(F)C(=O)O)C=C2,0.8470298028165899,3,0.8470298028165899
Cc1ccc2c(c1)C(C(=O)OC1CCC(O)CC1)C=C2,0.8419409033989749,3,0.8419409033989749
Cc1ccc2c(c1)C(C(=O)OC(C)C(=O)O)C=C2,0.8296171968366857,1,0.8296171968366857
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
